"prop_id","total_score","num_trains"
1300341051,94.2181962707875,1
1300926036,81.7205356141917,1
1300950018,81.2657906070685,1
1301101046,84.3616910259026,1
1301131013,91.4663089130159,1
1301145054,79.8885344508099,1
1301155015,67.9713812642606,1
1301655006,67.67928897402,1
1302333096,57.7707785564204,1
1302512050,33.9919813867165,1
1302522091,81.3861901866901,1
1303531025,73.5176682659732,1
1303642180,96.1553381955961,1
1303731026,57.4272919932306,1
1304204057,57.7655939443694,1
1304535068,54.3273841341474,1
1304626018,78.2825380749132,1
1305044177,59.5444632811486,1
1305142046,70.2195668176901,1
1305704044,70.1664013907327,1
1305812039,132.902154157224,2
1305846005,34.0862829426407,1
1306435048,45.0922751394759,1
1306541082,51.6753724418826,1
1307142081,82.9619798980195,1
1307312058,47.1496132377863,1
1307442079,54.3273841341474,1
1307926254,56.5315469410596,1
1307942070,141.81549482103,2
1309135071,37.8451780997149,1
1309442039,52.935703157543,1
1309535026,60.2809908536645,1
1310241102,63.0438036712299,1
1310916019,55.8810694222601,1
1310926034,36.8323795628632,1
1310957284,41.2453840193737,1
1311222018,52.935703157543,1
1311235027,118.61204452232,2
1311318013,54.2767676143545,1
1311419025,143.506878811111,2
1311501038,110.288191585649,2
1311604043,57.8274691086122,1
1311612016,55.5555571344743,1
1311933062,54.8960496891742,1
1312201062,56.6519083776868,1
1312718039,125.436762722287,2
1313312017,131.84559510112,2
1313435037,78.2825380749132,1
1313712007,177.015717425121,2
1314812010,39.2757149086468,1
1314850062,80.301672722221,1
1315015025,94.5014385548264,1
1315035068,54.4813582094863,1
1315504086,49.1321021488658,1
1315701077,32.9540493348721,1
1316135022,57.7596238544563,1
1316341058,60.0421253713062,1
1316401092,92.8280743863675,1
1317029021,57.7707785564204,1
1318322109,28.0945679477019,1
1318441048,57.2075627352541,1
1318612059,57.4232669419654,1
1318619061,54.5361085378706,1
1318646014,49.8109538730621,1
1319604008,80.301672722221,1
1319639028,56.9063762451136,1
1319747010,80.2633767137361,1
1319855022,55.5555571344743,1
1319922006,56.9920957564631,1
1320435062,90.3363439552521,2
1320455010,67.3526461116131,1
1320626000,34.76636174795,1
1321110066,62.5160281643764,1
1321134016,136.837162813915,2
1321142029,47.3248255732355,1
1321301008,58.2583154237584,1
1321341063,67.3994172254511,1
1321412073,70.1088087542385,1
1321716078,57.6083716048837,1
1321845021,46.4833836272443,1
1321935023,83.38531689546,1
1322044004,56.2440807965,1
1322612090,53.6781638223539,1
1322615041,37.4993353643344,1
1322641172,66.3376932350471,1
1322741067,132.614829264844,2
1322819003,36.6921401317852,1
1323304093,63.9112794283597,1
1323404116,55.8810694222601,1
1324233102,57.0585872266657,1
1324250003,32.3891163499349,1
1324701022,46.4833836272443,1
1325426015,71.0360975989768,1
1325455086,48.7073169850556,1
1325901093,37.6618320682002,1
1326134058,36.7828417487725,1
1326134088,78.5259175837379,1
1326150015,78.6275068786715,1
1326339022,57.8274691086122,1
1326355042,53.5792645715444,1
1326734012,129.022190549417,2
1326934094,72.0486837788239,1
1326955050,60.122449467787,1
1327008017,59.4499303239738,1
1327434025,71.5170474483779,1
1327447071,68.4409818449218,1
1328034016,132.614829264844,2
1328045005,83.1135892344185,1
1328401021,50.9089258837537,1
1328446019,78.2825380749132,1
1328818082,139.36686780883,2
1328833092,121.864593582579,2
1328942113,69.9879884370959,1
1329104012,55.9877666353979,1
1329501031,43.9216738144752,1
1329642031,72.477895039113,1
1329650011,47.3248255732355,1
1329704127,55.5070977718786,1
1330141004,96.9808225092268,1
1330201032,63.1965660378867,1
1330247082,64.2490440773455,1
1330304195,58.1000647159282,1
1330801106,34.7614494439251,1
1331133017,145.55726801889,2
1331133075,78.2825380749132,1
1331622044,72.0785831417352,1
1331904014,176.09112617075,2
1332435280,49.913319831584,1
1332910051,38.7854712093265,1
1332935106,63.1965660378867,1
1332946037,75.5445784018455,1
1333619050,50.3247619363429,1
1333633000,71.9124192677262,1
1333747025,38.6680527500569,1
1333912017,29.2832200586388,1
1334001031,66.8730718136352,1
1334326004,58.2701588058877,1
1334357052,59.9863339447135,1
1334519055,59.564238714778,1
1334633072,60.8169864116862,1
1335316035,74.9718932807419,1
1335448030,132.51984441988,2
1335701060,48.8495655881086,1
1335712001,54.5361085378706,1
1400347092,66.1618636318578,1
1400826038,105.675348820859,2
1400912058,48.7073169850556,1
1401026081,34.5513192574723,1
1401033022,68.1358790603355,1
1401341056,52.7370660035337,1
1401435036,43.0292406646294,1
1401457025,27.5565758372883,1
1401546040,88.2855581515669,1
1401635071,57.6083716048837,1
1401713038,72.4358003338025,1
1401742125,64.4137697512718,1
1403045015,74.0369823780867,1
1403504100,178.678505034453,2
1404429023,42.8643692573771,1
1404534010,49.4197084456886,1
1406642063,51.3937469730469,1
1406957035,34.2706946631968,1
1407135106,52.7370660035337,1
1407229015,72.4123680196389,2
1407301041,48.3140982961531,1
1408029067,65.8798572875075,1
1408518034,74.6889238903009,1
1408519104,36.0415434487261,1
1409041091,125.261692252799,2
1409233030,60.122449467787,1
1409933120,79.9258237017567,1
1409942000,70.1664013907327,1
1409942042,43.9216738144752,1
1410501079,71.0360975989768,1
1410519077,51.792059571273,1
1410534007,62.9705725929066,1
1410546049,57.6089857869485,1
