route,date,daytype,rides
1,08/14/2023,W,952
1,07/18/2023,W,1033
1,10/19/2023,W,1241
1,02/15/2023,W,983
1,04/17/2023,W,916
1,08/03/2023,W,1060
1,07/25/2023,W,1147
1,10/03/2023,W,1380
1,09/28/2023,W,1215
1,01/03/2023,W,709
1,08/23/2023,W,1240
1,05/03/2023,W,1212
1,07/24/2023,W,903
1,10/06/2023,W,966
1,08/07/2023,W,884
1,05/17/2023,W,1241
1,06/23/2023,W,680
1,03/28/2023,W,1046
1,04/27/2023,W,1094
1,03/07/2023,W,1053
1,02/13/2023,W,921
1,01/11/2023,W,878
1,04/13/2023,W,1196
1,07/20/2023,W,1084
1,03/29/2023,W,984
1,09/01/2023,W,774
1,03/20/2023,W,926
1,02/08/2023,W,1062
1,05/16/2023,W,1214
1,03/13/2023,W,886
1,01/25/2023,W,1045
1,05/31/2023,W,1035
1,01/13/2023,W,578
1,02/22/2023,W,1113
1,07/07/2023,W,682
1,01/31/2023,W,980
1,10/11/2023,W,1447
1,09/15/2023,W,912
1,03/15/2023,W,1069
1,04/05/2023,W,1063
1,06/14/2023,W,1176
1,07/05/2023,W,846
1,05/01/2023,W,947
1,07/31/2023,W,928
1,02/06/2023,W,899
1,07/17/2023,W,922
1,07/10/2023,W,918
1,02/09/2023,W,1035
1,01/09/2023,W,798
1,02/14/2023,W,1199
1,06/26/2023,W,911
1,02/01/2023,W,1014
1,04/20/2023,W,1101
1,08/30/2023,W,1146
1,09/12/2023,W,1320
1,07/28/2023,W,737
1,07/03/2023,W,476
1,07/27/2023,W,1028
1,08/02/2023,W,1073
1,08/11/2023,W,739
1,06/20/2023,W,1099
1,10/02/2023,W,1106
1,06/27/2023,W,1150
1,09/25/2023,W,1007
1,03/21/2023,W,1118
1,01/10/2023,W,937
1,09/29/2023,W,900
1,04/12/2023,W,1145
1,06/19/2023,W,457
1,06/01/2023,W,1278
1,07/13/2023,W,1064
1,04/11/2023,W,1190
1,07/06/2023,W,877
1,01/17/2023,W,953
1,08/16/2023,W,1069
1,10/20/2023,W,836
1,08/09/2023,W,1066
1,08/01/2023,W,1175
1,06/05/2023,W,779
1,04/26/2023,W,1128
1,03/16/2023,W,1123
1,09/05/2023,W,1247
1,01/20/2023,W,733
1,10/30/2023,W,1099
1,09/07/2023,W,1315
1,04/21/2023,W,774
1,05/15/2023,W,930
1,03/24/2023,W,757
1,06/15/2023,W,1103
1,08/22/2023,W,1204
1,03/10/2023,W,712
1,04/18/2023,W,1090
1,05/24/2023,W,1167
1,08/08/2023,W,1093
1,03/02/2023,W,1102
1,03/03/2023,W,637
1,02/21/2023,W,949
1,05/10/2023,W,1077
1,04/06/2023,W,922
1,09/21/2023,W,1207
1,10/31/2023,W,1065
1,06/21/2023,W,1117
1,01/24/2023,W,1021
1,05/22/2023,W,952
1,07/26/2023,W,1106
1,07/19/2023,W,1124
1,06/09/2023,W,622
1,06/12/2023,W,860
1,02/20/2023,W,524
1,03/27/2023,W,757
1,01/23/2023,W,854
1,05/08/2023,W,780
1,09/22/2023,W,833
1,05/30/2023,W,1129
1,03/22/2023,W,1052
1,01/30/2023,W,816
1,01/05/2023,W,725
1,10/18/2023,W,1109
1,06/22/2023,W,1013
1,09/11/2023,W,1003
1,04/19/2023,W,1126
1,10/09/2023,W,886
1,05/25/2023,W,857
1,02/17/2023,W,736
1,03/17/2023,W,698
1,04/25/2023,W,1236
1,05/12/2023,W,783
1,03/23/2023,W,1089
1,10/25/2023,W,1120
1,04/14/2023,W,724
1,10/10/2023,W,1477
1,04/10/2023,W,872
1,03/09/2023,W,1038
1,10/16/2023,W,1028
1,10/12/2023,W,1258
1,05/19/2023,W,662
1,08/24/2023,W,1112
1,06/16/2023,W,643
1,07/11/2023,W,1055
1,01/26/2023,W,1025
1,04/28/2023,W,834
1,06/08/2023,W,787
1,08/17/2023,W,1041
1,02/24/2023,W,784
1,01/06/2023,W,499
1,09/13/2023,W,1364
1,09/27/2023,W,1248
1,10/13/2023,W,812
1,01/04/2023,W,579
1,09/14/2023,W,1289
1,04/07/2023,W,585
1,10/26/2023,W,1210
1,06/02/2023,W,772
1,08/31/2023,W,1127
1,10/05/2023,W,1102
1,08/10/2023,W,1177
1,01/19/2023,W,988
1,03/31/2023,W,773
1,02/10/2023,W,659
1,09/18/2023,W,1061
1,02/07/2023,W,1135
1,05/09/2023,W,1062
1,06/28/2023,W,973
1,04/24/2023,W,1000
1,08/29/2023,W,1216
1,03/06/2023,W,912
1,05/05/2023,W,774
1,09/06/2023,W,1138
1,06/29/2023,W,881
1,06/07/2023,W,1156
1,08/04/2023,W,800
1,08/15/2023,W,1163
1,05/11/2023,W,1108
1,10/24/2023,W,1277
1,09/08/2023,W,786
1,04/03/2023,W,805
1,10/27/2023,W,762
1,09/20/2023,W,1261
1,01/18/2023,W,979
1,05/04/2023,W,1006
1,03/01/2023,W,986
1,01/27/2023,W,650
1,10/04/2023,W,1344
1,08/25/2023,W,812
1,02/28/2023,W,1138
1,03/14/2023,W,1181
1,02/27/2023,W,841
1,10/17/2023,W,1339
1,06/30/2023,W,508
1,07/14/2023,W,742
1,02/16/2023,W,1098
1,08/18/2023,W,896
1,02/02/2023,W,1035
1,08/28/2023,W,954
1,05/23/2023,W,1191
1,10/23/2023,W,902
1,07/21/2023,W,585
1,02/23/2023,W,1058
1,02/03/2023,W,560
1,01/16/2023,W,260
1,06/06/2023,W,1071
1,01/12/2023,W,863
1,09/19/2023,W,1375
1,04/04/2023,W,1060
1,03/08/2023,W,1022
1,08/21/2023,W,986
1,05/18/2023,W,936
1,03/30/2023,W,995
1,06/13/2023,W,1174
1,07/12/2023,W,1138
1,09/26/2023,W,1323
1,05/26/2023,W,604
1,05/02/2023,W,1192
10,07/19/2023,W,500
10,08/13/2023,U,587
10,06/21/2023,W,482
10,06/12/2023,W,379
10,06/03/2023,A,146
10,07/18/2023,W,533
10,08/26/2023,A,148
10,07/04/2023,U,591
10,08/12/2023,A,506
10,07/03/2023,W,386
10,07/16/2023,U,368
10,05/29/2023,U,142
10,06/11/2023,U,558
10,07/09/2023,U,287
10,06/22/2023,W,421
10,07/28/2023,W,876
10,07/06/2023,W,502
10,08/03/2023,W,483
10,06/10/2023,A,311
10,08/08/2023,W,448
10,09/01/2023,W,433
10,06/18/2023,U,518
10,09/12/2023,W,2
10,07/22/2023,A,532
10,08/25/2023,W,483
10,09/03/2023,U,485
10,06/30/2023,W,405
10,06/25/2023,U,325
10,06/05/2023,W,388
10,08/06/2023,U,321
10,06/06/2023,W,493
10,07/14/2023,W,606
10,08/20/2023,U,343
10,05/27/2023,A,91
10,08/09/2023,W,585
10,06/13/2023,W,411
10,07/13/2023,W,492
10,08/10/2023,W,328
10,08/28/2023,W,527
10,08/11/2023,W,494
10,07/25/2023,W,502
10,08/30/2023,W,418
10,08/27/2023,U,253
10,06/04/2023,U,332
10,07/23/2023,U,371
10,07/29/2023,A,609
10,06/16/2023,W,560
10,08/14/2023,W,723
10,06/26/2023,W,378
10,08/02/2023,W,600
10,08/24/2023,W,417
10,06/15/2023,W,394
10,08/21/2023,W,431
10,08/17/2023,W,518
10,05/30/2023,W,130
10,07/11/2023,W,549
10,07/02/2023,U,439
10,08/31/2023,W,495
10,07/24/2023,W,493
10,06/01/2023,W,183
10,06/19/2023,W,609
10,06/24/2023,A,414
10,08/22/2023,W,426
10,06/28/2023,W,388
10,08/01/2023,W,433
10,07/12/2023,W,662
10,07/08/2023,A,580
10,06/02/2023,W,163
10,07/05/2023,W,425
10,07/21/2023,W,638
10,05/31/2023,W,137
10,06/20/2023,W,384
10,07/07/2023,W,523
10,07/26/2023,W,663
10,06/08/2023,W,449
10,06/14/2023,W,401
10,07/31/2023,W,643
10,06/29/2023,W,587
10,08/18/2023,W,496
10,08/16/2023,W,477
10,08/05/2023,A,474
10,08/04/2023,W,489
10,07/17/2023,W,415
10,08/29/2023,W,613
10,06/07/2023,W,613
10,07/20/2023,W,671
10,07/10/2023,W,456
10,07/15/2023,A,482
10,08/07/2023,W,581
10,08/19/2023,A,445
10,08/15/2023,W,536
10,06/09/2023,W,314
10,06/27/2023,W,395
10,06/17/2023,A,531
10,06/23/2023,W,660
10,07/30/2023,U,602
10,05/28/2023,U,137
10,07/01/2023,A,433
10,09/02/2023,A,129
10,09/04/2023,U,417
10,08/23/2023,W,549
10,07/27/2023,W,473
100,10/04/2023,W,392
100,02/14/2023,W,450
100,09/29/2023,W,463
100,05/04/2023,W,422
100,09/27/2023,W,430
100,02/15/2023,W,326
100,06/26/2023,W,325
100,07/28/2023,W,335
100,05/01/2023,W,323
100,03/14/2023,W,326
100,01/10/2023,W,380
100,03/16/2023,W,329
100,05/11/2023,W,430
100,02/08/2023,W,316
100,07/13/2023,W,380
100,06/12/2023,W,401
100,05/22/2023,W,362
100,01/30/2023,W,282
100,10/10/2023,W,472
100,10/18/2023,W,480
100,03/31/2023,W,304
100,09/18/2023,W,451
100,03/28/2023,W,419
100,06/06/2023,W,399
100,03/09/2023,W,352
100,09/11/2023,W,362
100,01/18/2023,W,325
100,01/03/2023,W,211
100,10/23/2023,W,494
100,07/25/2023,W,355
100,10/17/2023,W,420
100,03/01/2023,W,386
100,07/14/2023,W,343
100,02/02/2023,W,297
100,02/27/2023,W,330
100,02/06/2023,W,283
100,08/28/2023,W,459
100,09/19/2023,W,399
100,09/26/2023,W,398
100,03/30/2023,W,371
100,02/23/2023,W,358
100,05/02/2023,W,472
100,05/03/2023,W,424
100,08/07/2023,W,319
100,09/01/2023,W,542
100,06/23/2023,W,378
100,08/23/2023,W,396
100,01/11/2023,W,390
100,03/29/2023,W,286
100,03/20/2023,W,392
100,01/31/2023,W,347
100,03/15/2023,W,356
100,05/16/2023,W,373
100,08/21/2023,W,539
100,07/07/2023,W,386
100,02/22/2023,W,357
100,02/09/2023,W,338
100,07/31/2023,W,319
100,07/10/2023,W,323
100,09/12/2023,W,437
100,10/13/2023,W,438
100,10/02/2023,W,596
100,03/21/2023,W,398
100,07/06/2023,W,365
100,04/12/2023,W,288
100,04/11/2023,W,482
100,01/17/2023,W,437
100,10/20/2023,W,571
100,09/07/2023,W,506
100,04/21/2023,W,321
100,08/01/2023,W,379
100,06/20/2023,W,274
100,06/27/2023,W,347
100,08/08/2023,W,416
100,03/03/2023,W,293
100,05/10/2023,W,431
100,10/31/2023,W,383
100,08/14/2023,W,253
100,07/19/2023,W,349
100,06/21/2023,W,277
100,05/12/2023,W,406
100,08/10/2023,W,378
100,10/25/2023,W,401
100,09/22/2023,W,353
100,05/25/2023,W,360
100,03/22/2023,W,367
100,01/05/2023,W,209
100,06/07/2023,W,401
100,04/10/2023,W,384
100,06/16/2023,W,361
100,08/17/2023,W,364
100,07/11/2023,W,369
100,05/26/2023,W,357
100,09/13/2023,W,444
100,05/31/2023,W,408
100,08/04/2023,W,479
100,05/09/2023,W,387
100,02/10/2023,W,373
100,06/02/2023,W,396
100,09/06/2023,W,362
100,06/09/2023,W,360
100,03/06/2023,W,352
100,08/15/2023,W,305
100,04/24/2023,W,360
100,02/07/2023,W,378
100,09/08/2023,W,439
100,06/29/2023,W,366
100,10/26/2023,W,426
100,10/24/2023,W,476
100,10/12/2023,W,436
100,10/05/2023,W,479
100,08/24/2023,W,354
100,01/04/2023,W,229
100,04/07/2023,W,253
100,09/14/2023,W,403
100,01/06/2023,W,264
100,05/19/2023,W,362
100,10/16/2023,W,528
100,01/19/2023,W,327
100,08/29/2023,W,377
100,03/23/2023,W,385
100,03/17/2023,W,228
100,04/25/2023,W,379
100,07/24/2023,W,311
100,02/17/2023,W,328
100,01/23/2023,W,471
100,06/15/2023,W,385
100,06/22/2023,W,415
100,05/08/2023,W,357
100,10/09/2023,W,324
100,02/20/2023,W,190
100,07/18/2023,W,378
100,07/26/2023,W,331
100,04/13/2023,W,333
100,06/05/2023,W,354
100,03/02/2023,W,335
100,09/21/2023,W,470
100,04/06/2023,W,227
100,08/09/2023,W,314
100,05/24/2023,W,357
100,08/22/2023,W,420
100,04/14/2023,W,384
100,03/24/2023,W,294
100,06/08/2023,W,394
100,10/30/2023,W,481
100,01/20/2023,W,321
100,09/05/2023,W,433
100,04/26/2023,W,385
100,01/24/2023,W,465
100,04/17/2023,W,375
100,04/18/2023,W,343
100,01/26/2023,W,298
100,08/16/2023,W,321
100,08/02/2023,W,333
100,08/11/2023,W,398
100,09/25/2023,W,562
100,06/19/2023,W,230
100,07/03/2023,W,310
100,02/01/2023,W,315
100,07/17/2023,W,366
100,03/13/2023,W,399
100,01/13/2023,W,365
100,06/14/2023,W,308
100,04/05/2023,W,281
100,09/15/2023,W,539
100,08/30/2023,W,459
100,01/25/2023,W,343
100,03/07/2023,W,433
100,10/03/2023,W,528
100,09/28/2023,W,487
100,01/16/2023,W,172
100,08/25/2023,W,428
100,07/12/2023,W,318
100,02/24/2023,W,302
100,05/30/2023,W,431
100,04/19/2023,W,354
100,04/04/2023,W,286
100,04/27/2023,W,380
100,04/20/2023,W,372
100,05/23/2023,W,418
100,02/03/2023,W,231
100,02/16/2023,W,290
100,06/30/2023,W,489
100,03/10/2023,W,283
100,08/18/2023,W,466
100,09/20/2023,W,579
100,05/17/2023,W,390
100,04/03/2023,W,341
100,05/05/2023,W,396
100,08/31/2023,W,422
100,04/28/2023,W,308
100,08/03/2023,W,456
100,10/19/2023,W,495
100,02/21/2023,W,481
100,10/11/2023,W,522
100,03/27/2023,W,433
100,06/28/2023,W,336
100,01/09/2023,W,315
100,05/15/2023,W,333
100,10/06/2023,W,597
100,02/13/2023,W,356
100,06/01/2023,W,398
100,01/27/2023,W,282
100,05/18/2023,W,399
100,07/21/2023,W,289
100,03/08/2023,W,335
100,01/12/2023,W,301
100,07/20/2023,W,325
100,02/28/2023,W,351
100,07/27/2023,W,292
100,07/05/2023,W,259
100,10/27/2023,W,404
100,06/13/2023,W,300
1001,07/13/2023,W,7
1001,01/02/2023,U,59
1001,03/02/2023,W,32
1001,10/13/2023,W,11
1001,09/21/2023,W,54
1001,10/11/2023,W,19
1001,06/13/2023,W,8
1001,10/31/2023,W,11
1001,01/19/2023,W,41
1001,04/06/2023,W,13
1001,09/17/2023,U,44
1001,06/27/2023,W,6
1001,05/10/2023,W,16
1001,06/20/2023,W,29
1001,05/24/2023,W,11
1001,06/12/2023,W,26
1001,06/28/2023,W,28
1001,08/14/2023,W,14
1001,08/08/2023,W,9
1001,09/10/2023,U,145
1001,07/02/2023,U,37
1001,10/20/2023,W,7
1001,08/01/2023,W,88
1001,02/19/2023,U,6
1001,03/27/2023,W,1
1001,01/30/2023,W,60
1001,05/28/2023,U,66
1001,04/21/2023,W,69
1001,05/22/2023,W,20
1001,07/15/2023,A,260
1001,10/30/2023,W,10
1001,01/10/2023,W,18
1001,09/07/2023,W,41
1001,03/24/2023,W,5
1001,06/08/2023,W,24
1001,10/25/2023,W,4
1001,03/16/2023,W,8
1001,07/30/2023,U,13
1001,09/05/2023,W,43
1001,07/20/2023,W,41
1001,02/18/2023,A,116
1001,04/12/2023,W,42
1001,10/06/2023,W,225
1001,04/26/2023,W,21
1001,08/26/2023,A,244
1001,01/20/2023,W,30
1001,04/01/2023,A,12
1001,02/25/2023,A,637
1001,05/01/2023,W,37
1001,01/17/2023,W,215
1001,01/15/2023,U,18
1001,07/27/2023,W,10
1001,02/11/2023,A,81
1001,05/14/2023,U,250
1001,10/01/2023,U,444
1001,04/11/2023,W,3
1001,03/21/2023,W,17
1001,01/07/2023,A,41
1001,01/09/2023,W,39
1001,10/02/2023,W,18
1001,06/17/2023,A,20
1001,08/05/2023,A,51
1001,08/02/2023,W,29
1001,10/15/2023,U,626
1001,06/24/2023,A,8
1001,10/21/2023,A,239
1001,07/06/2023,W,20
1001,04/17/2023,W,6
1001,02/14/2023,W,49
1001,02/22/2023,W,3
1001,09/12/2023,W,7
1001,01/24/2023,W,21
1001,05/07/2023,U,272
1001,07/10/2023,W,2
1001,04/20/2023,W,34
1001,01/03/2023,W,41
1001,08/20/2023,U,58
1001,08/22/2023,W,27
1001,02/09/2023,W,20
1001,06/01/2023,W,47
1001,06/18/2023,U,62
1001,09/25/2023,W,5
1001,04/05/2023,W,3
1001,08/10/2023,W,12
1001,07/03/2023,W,42
1001,08/21/2023,W,11
1001,08/13/2023,U,8
1001,01/13/2023,W,54
1001,07/31/2023,W,16
1001,07/17/2023,W,7
1001,07/28/2023,W,6
1001,05/27/2023,A,18
1001,02/26/2023,U,239
1001,07/25/2023,W,6
1001,04/30/2023,U,235
1001,06/19/2023,W,19
1001,06/14/2023,W,154
1001,02/13/2023,W,58
1001,07/07/2023,W,8
1001,01/31/2023,W,83
1001,04/18/2023,W,6
1001,05/15/2023,W,37
1001,05/16/2023,W,112
1001,03/15/2023,W,7
1001,05/11/2023,W,27
1001,09/15/2023,W,20
1001,07/08/2023,A,206
1001,10/07/2023,A,187
1001,07/09/2023,U,246
1001,03/20/2023,W,5
1001,10/14/2023,A,244
1001,08/30/2023,W,7
1001,06/06/2023,W,147
1001,08/11/2023,W,80
1001,08/28/2023,W,52
1001,07/21/2023,W,61
1001,03/11/2023,A,1
1001,02/12/2023,U,5
1001,09/23/2023,A,37
1001,03/29/2023,W,57
1001,02/01/2023,W,44
1001,01/25/2023,W,40
1001,04/14/2023,W,63
1001,02/20/2023,W,96
1001,01/11/2023,W,46
1001,09/24/2023,U,1
1001,08/16/2023,W,79
1001,08/18/2023,W,35
1001,09/04/2023,U,9
1001,08/23/2023,W,11
1001,06/23/2023,W,23
1001,08/19/2023,A,64
1001,03/07/2023,W,20
1001,01/16/2023,W,12
1001,10/03/2023,W,27
1001,05/06/2023,A,468
1001,08/07/2023,W,22
1001,03/25/2023,A,111
1001,10/28/2023,A,6
1001,05/21/2023,U,253
1001,01/12/2023,W,55
1001,05/03/2023,W,22
1001,02/15/2023,W,29
1001,10/18/2023,W,53
1001,05/02/2023,W,50
1001,09/01/2023,W,23
1001,10/29/2023,U,24
1001,02/24/2023,W,86
1001,05/18/2023,W,6
1001,09/28/2023,W,13
1001,02/23/2023,W,3
1001,01/08/2023,U,171
1001,08/25/2023,W,30
1001,09/09/2023,A,17
1001,09/02/2023,A,211
1001,09/29/2023,W,155
1001,07/12/2023,W,6
1001,05/04/2023,W,19
1001,05/20/2023,A,466
1001,01/26/2023,W,129
1001,02/03/2023,W,44
1001,03/30/2023,W,27
1001,04/04/2023,W,6
1001,10/27/2023,W,8
1001,09/26/2023,W,4
1001,01/27/2023,W,48
1001,04/27/2023,W,12
1001,06/26/2023,W,60
1001,02/27/2023,W,25
1001,02/16/2023,W,121
1001,02/05/2023,U,28
1001,09/19/2023,W,21
1001,05/23/2023,W,41
1001,03/08/2023,W,6
1001,02/28/2023,W,5
1001,03/01/2023,W,22
1001,01/21/2023,A,12
1001,08/03/2023,W,103
1001,02/02/2023,W,108
1001,02/06/2023,W,55
1001,03/26/2023,U,86
1001,07/14/2023,W,67
1001,03/14/2023,W,24
1001,01/28/2023,A,2
1001,09/11/2023,W,58
1001,01/22/2023,U,28
1001,01/18/2023,W,54
1001,06/10/2023,A,44
1001,10/17/2023,W,7
1001,03/10/2023,W,8
1001,06/03/2023,A,161
1001,03/12/2023,U,18
1001,04/08/2023,A,23
1001,05/31/2023,W,64
1001,09/30/2023,A,129
1001,04/23/2023,U,241
1001,09/06/2023,W,17
1001,04/02/2023,U,13
1001,02/07/2023,W,40
1001,03/06/2023,W,10
1001,06/30/2023,W,51
1001,08/15/2023,W,83
1001,06/02/2023,W,214
1001,09/20/2023,W,16
1001,04/24/2023,W,7
1001,03/18/2023,A,342
1001,01/14/2023,A,32
1001,08/24/2023,W,65
1001,10/08/2023,U,365
1001,10/19/2023,W,29
1001,10/22/2023,U,345
1001,06/09/2023,W,32
1001,02/10/2023,W,55
1001,02/04/2023,A,13
1001,05/09/2023,W,5
1001,04/15/2023,A,458
1001,07/23/2023,U,586
1001,06/04/2023,U,223
1001,05/17/2023,W,37
1001,10/12/2023,W,8
1001,07/16/2023,U,29
1001,10/23/2023,W,9
1001,10/05/2023,W,152
1001,10/24/2023,W,52
1001,06/29/2023,W,127
1001,10/26/2023,W,320
1001,03/09/2023,W,18
1001,09/03/2023,U,160
1001,04/07/2023,W,31
1001,04/03/2023,W,3
1001,04/16/2023,U,315
1001,07/11/2023,W,6
1001,09/27/2023,W,26
1001,09/14/2023,W,19
1001,09/13/2023,W,57
1001,04/09/2023,U,20
1001,03/28/2023,W,1
1001,01/06/2023,W,68
1001,03/19/2023,U,259
1001,08/17/2023,W,14
1001,09/08/2023,W,18
1001,05/13/2023,A,327
1001,03/05/2023,U,174
1001,07/29/2023,A,118
1001,05/05/2023,W,65
1001,08/27/2023,U,26
1001,04/22/2023,A,455
1001,04/29/2023,A,361
1001,10/16/2023,W,37
1001,09/18/2023,W,12
1001,05/19/2023,W,25
1001,02/21/2023,W,8
1001,03/17/2023,W,27
1001,04/10/2023,W,6
1001,08/29/2023,W,17
1001,07/24/2023,W,103
1001,01/29/2023,U,74
1001,03/31/2023,W,14
1001,07/01/2023,A,1
1001,03/23/2023,W,18
1001,05/30/2023,W,35
1001,06/16/2023,W,9
1001,10/10/2023,W,73
1001,08/06/2023,U,4
1001,07/04/2023,U,6
1001,04/25/2023,W,6
1001,08/04/2023,W,73
1001,10/04/2023,W,46
1001,02/17/2023,W,100
1001,05/29/2023,U,23
1001,01/23/2023,W,85
1001,04/28/2023,W,95
1001,06/25/2023,U,138
1001,05/26/2023,W,21
1001,06/05/2023,W,102
1001,05/08/2023,W,66
1001,03/22/2023,W,21
1001,06/15/2023,W,11
1001,04/19/2023,W,4
1001,01/05/2023,W,95
1001,05/25/2023,W,10
1001,04/13/2023,W,8
1001,08/31/2023,W,12
1001,06/22/2023,W,10
1001,03/13/2023,W,2
1001,08/12/2023,A,650
1001,06/07/2023,W,80
1001,08/09/2023,W,28
1001,09/22/2023,W,60
1001,06/11/2023,U,4
1001,07/22/2023,A,360
1001,10/09/2023,W,10
1001,03/04/2023,A,388
1001,01/04/2023,W,47
1001,07/18/2023,W,75
1001,02/08/2023,W,16
1001,06/21/2023,W,38
1001,07/19/2023,W,3
1001,05/12/2023,W,31
1001,03/03/2023,W,47
1001,09/16/2023,A,246
1001,07/26/2023,W,23
1001,07/05/2023,W,5
103,06/13/2023,W,943
103,02/28/2023,W,1225
103,03/18/2023,A,491
103,09/24/2023,U,623
103,10/25/2023,W,1420
103,08/05/2023,A,646
103,05/17/2023,W,1312
103,04/17/2023,W,1171
103,01/26/2023,W,1167
103,07/08/2023,A,587
103,07/31/2023,W,1072
103,03/14/2023,W,1171
103,01/17/2023,W,1344
103,06/07/2023,W,1178
103,08/27/2023,U,593
103,05/13/2023,A,677
103,08/15/2023,W,1029
103,04/13/2023,W,1148
103,03/17/2023,W,906
103,10/24/2023,W,1702
103,08/26/2023,A,645
103,05/14/2023,U,373
103,09/25/2023,W,1788
103,02/20/2023,W,784
103,08/25/2023,W,1462
103,10/13/2023,W,1343
103,02/21/2023,W,1342
103,05/15/2023,W,1091
103,04/19/2023,W,1205
103,01/30/2023,W,1097
103,09/26/2023,W,1408
103,01/04/2023,W,739
103,03/16/2023,W,1174
103,01/18/2023,W,1255
103,10/18/2023,W,1470
103,10/07/2023,A,978
103,06/06/2023,W,1216
103,03/15/2023,W,1281
103,05/16/2023,W,1316
103,06/18/2023,U,566
103,07/07/2023,W,1092
103,09/10/2023,U,646
103,05/27/2023,A,775
103,08/21/2023,W,1327
103,02/09/2023,W,1155
103,09/12/2023,W,1601
103,10/21/2023,A,814
103,10/15/2023,U,555
103,04/11/2023,W,1298
103,10/01/2023,U,645
103,10/02/2023,W,1479
103,02/25/2023,A,615
103,09/07/2023,W,1472
103,04/21/2023,W,1273
103,08/08/2023,W,1132
103,07/02/2023,U,378
103,10/31/2023,W,1469
103,06/20/2023,W,997
103,04/12/2023,W,1162
103,07/19/2023,W,1300
103,06/21/2023,W,1107
103,07/23/2023,U,385
103,05/25/2023,W,1321
103,01/05/2023,W,766
103,08/04/2023,W,1118
103,06/16/2023,W,947
103,04/10/2023,W,1169
103,04/22/2023,A,560
103,07/01/2023,A,601
103,03/05/2023,U,433
103,08/17/2023,W,984
103,03/03/2023,W,1032
103,04/09/2023,U,456
103,09/13/2023,W,1427
103,02/04/2023,A,655
103,02/10/2023,W,1132
103,09/06/2023,W,1416
103,04/23/2023,U,486
103,02/07/2023,W,1222
103,09/30/2023,A,813
103,04/08/2023,A,537
103,03/06/2023,W,1078
103,07/21/2023,W,1026
103,04/24/2023,W,1233
103,06/02/2023,W,1327
103,10/12/2023,W,1568
103,10/05/2023,W,1546
103,04/07/2023,W,922
103,09/14/2023,W,1588
103,01/06/2023,W,726
103,10/16/2023,W,1805
103,06/01/2023,W,1339
103,01/23/2023,W,1109
103,04/25/2023,W,1168
103,06/15/2023,W,1060
103,08/09/2023,W,878
103,06/22/2023,W,1143
103,03/02/2023,W,1101
103,07/18/2023,W,1258
103,07/26/2023,W,1075
103,04/06/2023,W,856
103,05/24/2023,W,1286
103,10/30/2023,W,1582
103,05/28/2023,U,613
103,09/05/2023,W,1612
103,04/26/2023,W,1340
103,02/11/2023,A,731
103,01/07/2023,A,533
103,08/02/2023,W,1034
103,06/14/2023,W,990
103,04/05/2023,W,853
103,06/29/2023,W,1043
103,07/17/2023,W,1183
103,07/03/2023,W,1144
103,09/15/2023,W,1463
103,06/19/2023,W,851
103,08/11/2023,W,924
103,02/12/2023,U,495
103,08/22/2023,W,1409
103,01/25/2023,W,1081
103,09/04/2023,U,606
103,03/07/2023,W,1282
103,02/24/2023,W,1030
103,10/29/2023,U,576
103,08/20/2023,U,610
103,01/08/2023,U,366
103,02/03/2023,W,825
103,04/04/2023,W,916
103,04/27/2023,W,1377
103,05/23/2023,W,1533
103,01/22/2023,U,338
103,10/19/2023,W,1645
103,07/16/2023,U,546
103,04/03/2023,W,954
103,10/22/2023,U,856
103,04/28/2023,W,1402
103,09/16/2023,A,723
103,10/11/2023,W,1501
103,06/28/2023,W,1143
103,07/15/2023,A,540
103,01/09/2023,W,1129
103,04/18/2023,W,1191
103,02/13/2023,W,1159
103,10/14/2023,A,612
103,09/29/2023,W,1658
103,03/08/2023,W,1243
103,04/02/2023,U,496
103,09/03/2023,U,510
103,04/29/2023,A,699
103,08/19/2023,A,732
103,07/27/2023,W,1230
103,01/03/2023,W,727
103,02/14/2023,W,1326
103,04/01/2023,A,633
103,01/02/2023,U,525
103,09/02/2023,A,803
103,09/17/2023,U,527
103,07/04/2023,U,522
103,05/29/2023,U,489
103,07/25/2023,W,1213
103,01/28/2023,A,579
103,10/28/2023,A,754
103,04/30/2023,U,444
103,08/03/2023,W,1159
103,05/01/2023,W,1098
103,01/27/2023,W,1129
103,01/10/2023,W,1234
103,04/20/2023,W,1154
103,05/22/2023,W,1217
103,06/12/2023,W,998
103,08/12/2023,A,631
103,10/04/2023,W,1707
103,06/03/2023,A,880
103,03/31/2023,W,1190
103,09/18/2023,W,1661
103,03/09/2023,W,1128
103,09/09/2023,A,767
103,02/02/2023,W,1085
103,07/14/2023,W,1119
103,01/21/2023,A,565
103,09/11/2023,W,1375
103,05/21/2023,U,392
103,08/07/2023,W,930
103,03/30/2023,W,1214
103,09/01/2023,W,1615
103,05/02/2023,W,1368
103,03/29/2023,W,961
103,01/11/2023,W,1254
103,08/23/2023,W,1384
103,06/23/2023,W,1091
103,04/15/2023,A,778
103,05/03/2023,W,1288
103,03/01/2023,W,1201
103,02/23/2023,W,1214
103,09/19/2023,W,1380
103,04/14/2023,W,1273
103,10/17/2023,W,1695
103,02/08/2023,W,1344
103,03/28/2023,W,1469
103,10/10/2023,W,1784
103,10/23/2023,W,1820
103,07/13/2023,W,1127
103,07/28/2023,W,1009
